Taxon_Group,Taxon_orig,Taxon_v2,Changed,Rationale,NonTarget,OTU_MTTI,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Trichoptera,Wormaldia anilla,Wormaldia,yes,,FALSE,Wormaldia,Wormaldia,115258,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,
Trichoptera,Wormaldia,Wormaldia,no,,FALSE,Wormaldia,Wormaldia,115258,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,
Trichoptera,Philopotamidae,Philopotamidae,no,,FALSE,DNI,Philopotamidae,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,,,,,,,,,
Trichoptera,Ptilostomis,Ptilostomis,no,,FALSE,DNI,Ptilostomis,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,
Trichoptera,Yphria californica,Yphria,yes,,FALSE,DNI,Yphria,115922,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Yphriinae,,,Yphria,,,,,
Trichoptera,Yphria,Yphria,no,,FALSE,DNI,Yphria,115922,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Yphriinae,,,Yphria,,,,,
Trichoptera,Phryganeidae,Phryganeidae,no,,FALSE,DNI,Phryganeidae,115867,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,,,,,,,,,
Trichoptera,Neureclipsis,Neureclipsis,no,,FALSE,DNI,Neureclipsis,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,
Trichoptera,Polycentropus,Polycentropus,no,,FALSE,Polycentropus,Polycentropus,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,
Trichoptera,Polycentropodinae,Polycentropodidae,yes,,FALSE,DNI,Polycentropodidae,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,
Trichoptera,Cyrnellus,Polycentropodidae,yes,,FALSE,DNI,Polycentropodidae,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,
Trichoptera,Polycentropodidae,Polycentropodidae,no,,FALSE,DNI,Polycentropodidae,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,
Trichoptera,Psychomyia flavida,Psychomyia,yes,,FALSE,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Psychomyia,Psychomyia,no,,FALSE,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Psychomyia lumina,Psychomyia,yes,,FALSE,Psychomyia,Psychomyia,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Trichoptera,Tinodes,Tinodes,no,,FALSE,DNI,Tinodes,115350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Tinodes,,,,,
Trichoptera,Psychomyiidae,Psychomyiidae,no,,FALSE,DNI,Psychomyiidae,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,,,,,,,,,
Trichoptera,Himalopsyche phryganea,Himalopsyche,yes,single species in genus,FALSE,DNI,Himalopsyche,608146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Himalopsyche,,,,,phryganea
Trichoptera,Himalopsyche,Himalopsyche,no,single species in genus,FALSE,DNI,Himalopsyche,608146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Himalopsyche,,,,,phryganea
Trichoptera,Rhyacophila alberta group,Rhyacophila alberta group,no,formatting,FALSE,Rhyacophila alberta group,Rhyacophila alberta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila Alberta Gr.,Rhyacophila alberta group,yes,formatting,FALSE,Rhyacophila alberta group,Rhyacophila alberta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila tucula,Rhyacophila alberta group,yes,formatting,FALSE,Rhyacophila alberta group,Rhyacophila alberta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila angelita,Rhyacophila angelita group,yes,formatting,FALSE,Rhyacophila angelita group,Rhyacophila angelita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila vuzana,Rhyacophila angelita group,yes,formatting,FALSE,Rhyacophila angelita group,Rhyacophila angelita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila angelita group,Rhyacophila angelita group,no,formatting,FALSE,Rhyacophila angelita group,Rhyacophila angelita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila Angelita Gr.,Rhyacophila angelita group,yes,formatting,FALSE,Rhyacophila angelita group,Rhyacophila angelita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila Basalis Group,Rhyacophila basalis group,yes,formatting,FALSE,DNI,Rhyacophila basalis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Trichoptera,Rhyacophila basalis,Rhyacophila basalis group,yes,formatting,FALSE,DNI,Rhyacophila basalis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Trichoptera,Rhyacophila chilsia,Rhyacophila chilsia,no,formatting- this should be in betteni group,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,chilsia
Trichoptera,Rhyacophila malkini,Rhyacophila malkini,no,formatting,FALSE,DNI,Rhyacophila malkini,115181,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,malkini
Trichoptera,Rhyacophila vedra,Rhyacophila betteni group,yes,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila betteni group,Rhyacophila betteni group,no,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila Betteni Gr.,Rhyacophila betteni group,yes,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila perda,Rhyacophila betteni group,yes,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila betteni,Rhyacophila betteni group,yes,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila vaccua,Rhyacophila betteni group,yes,formatting,FALSE,Rhyacophila betteni group,Rhyacophila betteni group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila coloradensis,Rhyacophila coloradensis group,yes,formatting,FALSE,DNI,Rhyacophila coloradensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila Coloradensis Group,Rhyacophila coloradensis group,yes,formatting,FALSE,DNI,Rhyacophila coloradensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila Coloradensis Gr.,Rhyacophila coloradensis group,yes,formatting,FALSE,DNI,Rhyacophila coloradensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila neograndis,Rhyacophila grandis group,yes,formatting,FALSE,Rhyacophila grandis group,Rhyacophila grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila grandis,Rhyacophila grandis group,yes,formatting,FALSE,Rhyacophila grandis group,Rhyacophila grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila grandis group,Rhyacophila grandis group,no,formatting,FALSE,Rhyacophila grandis group,Rhyacophila grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila Grandis Gr.,Rhyacophila grandis group,yes,formatting,FALSE,Rhyacophila grandis group,Rhyacophila grandis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila hyalinata,Rhyacophila hyalinata group,yes,formatting,FALSE,Rhyacophila hyalinata group,Rhyacophila hyalinata group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila Hyalinata Gr.,Rhyacophila hyalinata group,yes,formatting,FALSE,Rhyacophila hyalinata group,Rhyacophila hyalinata group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila hyalinata group,Rhyacophila hyalinata group,no,formatting,FALSE,Rhyacophila hyalinata group,Rhyacophila hyalinata group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila arnaudi,Rhyacophila arnaudi,no,formatting,FALSE,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila lieftincki group,Rhyacophila arnaudi,yes,formatting,FALSE,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila Lieftincki Gr.,Rhyacophila arnaudi,yes,formatting,FALSE,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila lieftincki,Rhyacophila arnaudi,yes,formatting,FALSE,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila vaefes,Rhyacophila nevadensis group,yes,formatting,FALSE,DNI,Rhyacophila nevadensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila Nevadensis Gr.,Rhyacophila nevadensis group,yes,formatting,FALSE,DNI,Rhyacophila nevadensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila Nevadensis Group,Rhyacophila nevadensis group,yes,formatting,FALSE,DNI,Rhyacophila nevadensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila Oreta Group,Rhyacophila oreta group,yes,formatting,FALSE,DNI,Rhyacophila oreta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,
Trichoptera,Rhyacophila Oreta Gr.,Rhyacophila oreta group,yes,formatting,FALSE,DNI,Rhyacophila oreta group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,
Trichoptera,Rhyacophila rotunda,Rhyacophila rotunda group,yes,formatting,FALSE,DNI,Rhyacophila rotunda group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Trichoptera,Rhyacophila Rotunda Gr.,Rhyacophila rotunda group,yes,formatting,FALSE,DNI,Rhyacophila rotunda group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Trichoptera,Rhyacophila Rotunda Group,Rhyacophila rotunda group,yes,formatting,FALSE,DNI,Rhyacophila rotunda group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Trichoptera,Rhyacophila atrata,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila atrata complex,Rhyacophila atrata complex,no,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila pellisa,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila pellisa/valuma,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila Pellisa/Valuma Group,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila atrata Group,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila valuma,Rhyacophila atrata complex,yes,formatting,FALSE,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila narvae,Rhyacophila narvae,no,formatting,FALSE,Rhyacophila narvae,Rhyacophila narvae,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae
Trichoptera,Rhyacophila blarina,Rhyacophila blarina,no,formatting,FALSE,Rhyacophila blarina,Rhyacophila blarina,115153,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina
Trichoptera,Rhyacophila vetina,Rhyacophila vetina complex,yes,formatting,FALSE,DNI,Rhyacophila vetina complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,
Trichoptera,Rhyacophila vetina complex,Rhyacophila vetina complex,no,formatting,FALSE,DNI,Rhyacophila vetina complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,
Trichoptera,Rhyacophila sibirica group C,Rhyacophila sibirica group,yes,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica,Rhyacophila sibirica group,yes,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila Sibirica Gr.,Rhyacophila sibirica group,yes,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group B,Rhyacophila sibirica group,yes,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group,Rhyacophila sibirica group,no,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group A,Rhyacophila sibirica group,yes,formatting,FALSE,DNI,Rhyacophila sibirica group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila vagrita,Rhyacophila vagrita group,yes,formatting,FALSE,Rhyacophila vagrita group,Rhyacophila vagrita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila Vagrita Gr.,Rhyacophila vagrita group,yes,formatting,FALSE,Rhyacophila vagrita group,Rhyacophila vagrita group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Other Non-Insect,Isaea,Isaea,no,marine,TRUE,DNI,Isaea,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Isaeidae,,,,,,,,,
Other Non-Insect,Gammaridea,Gammaridea,no,,FALSE,DNI,Gammaridea,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,,,,,,,,,,
Other Non-Insect,Amphipoda,Amphipoda,no,,FALSE,DNI,Amphipoda,93294,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,,,,,,,,,,,,
Other Non-Insect,Pacifastacus,Pacifastacus,no,,FALSE,Pacifastacus,Pacifastacus,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,
Other Non-Insect,Pacifastacus leniusculus leniusculus,Pacifastacus,yes,,FALSE,Pacifastacus,Pacifastacus,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,
Other Non-Insect,Pacifastacus leniusculus,Pacifastacus,yes,,FALSE,Pacifastacus,Pacifastacus,97325,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,Pacifastacus,,,,,
Other Non-Insect,Astacidae,Astacidae,no,,FALSE,Pacifastacus,Astacidae,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,
Other Non-Insect,Orconectes,Orconectes,no,,FALSE,DNI,Orconectes,97421,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,Cambarinae,,,Orconectes,,,,,
Other Non-Insect,Cambaridae,Cambaridae,no,,FALSE,Pacifastacus,Cambaridae,97336,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,,,,,,,,,
Terrestrial,Crangon,Crangon,no,marine,TRUE,DNI,Crangon,97107,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Crangonidae,,,,,,,,,
Other Non-Insect,Oregonia,Oregonia,no,marine,TRUE,DNI,Oregonia,97425,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Oregoniidae,,,,,,,,,
Terrestrial,Pagurus aleuticus,Pagurus aleuticus,no,marine,TRUE,DNI,Pagurus aleuticus,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Paguridae,,,,,,,,,
Other Non-Insect,Palaemonetes,Palaemon,no,Palaemonetes jr. syn of Palaemon,TRUE,DNI,Palaemon,96383,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Palaemonidae,Palaemoninae,,,Palaemonetes,,,,,
Other Non-Insect,Palaemonidae,Palaemonidae,no,okay but likely Palaemon,TRUE,DNI,Palaemonidae,96213,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Palaemonidae,,,,,,,,,
Other Non-Insect,Decapoda,Decapoda,no,,FALSE,DNI,Decapoda,95599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,,,,,
Other Non-Insect,Calasellus/Salmasellus,Calasellus/Salmasellus,no,,FALSE,DNI,Calasellus/Salmasellus,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,Aselloidea,Asellidae,,,,Calasellus/Salmasellus,,,,,
Other Non-Insect,Calasellus,Calasellus/Salmasellus,yes,,FALSE,DNI,Calasellus/Salmasellus,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,Aselloidea,Asellidae,,,,Calasellus/Salmasellus,,,,,
Other Non-Insect,Asellus,Asellus,no,,FALSE,DNI,Asellus,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,
Other Non-Insect,Caecidotea occidentalis,Caecidotea,yes,,FALSE,Asellidae,Caecidotea,92686,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Caecidotea,,,,,
Other Non-Insect,Caecidotea,Caecidotea,no,,FALSE,Asellidae,Caecidotea,92686,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Caecidotea,,,,,
Other Non-Insect,Lirceus,Lirceus,no,,FALSE,DNI,Lirceus,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,
Other Non-Insect,Asellidae,Asellidae,no,,FALSE,Asellidae,Asellidae,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
Other Non-Insect,Sphaeromatidae,Sphaeromatidae,no,,FALSE,DNI,Sphaeromatidae,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeomatidae,,,,,,,,,
Other Non-Insect,Gnorimosphaeroma,Gnorimosphaeroma,no,,FALSE,DNI,Gnorimosphaeroma,92295,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeromatidae,,,,Gnorimosphaeroma,,,,,
Other Non-Insect,Gnorimosphaeroma oregonensis,Gnorimosphaeroma,yes,,FALSE,DNI,Gnorimosphaeroma,92295,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeromatidae,,,,Gnorimosphaeroma,,,,,
Terrestrial,Glossobius,Glossobius,no,marine,TRUE,DNI,Glossobius,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,Cymothoidae,,,,,,,,,
Terrestrial,Uromunna acarina,Uromunna acarina,no,marine,TRUE,DNI,Uromunna acarina,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,Munnidae,,,,,,,,,
Terrestrial,Mica,Mica,no,marine,TRUE,DNI,Mica,593815,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,Porcellionidae,,,,,,,,,
