SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB21961	IDEM_2021_Diatoms	HIN	600	6.396929655	57	11	5	21	4	21	4	3	8	22	16	7	38	6	2	3	3	3	8	3	32	4	0	35	4	9	10	8	7	0	15	1	55	8	13	13	1	2	2	5	18	2	6	25	4	16	8	7	1	57	0	14	20	2	18	2	2	20	9	1	17	4	5	37	1	2	18	55	1	10	1	4	5	14	4	21	4	35	18	0	57	9.833333333	14	1.333333333	18.33333333	1.166666667	10.66666667	0.833333333	6.666666667	9.833333333	18.16666667	5.666666667	0.5	1.333333333	1	0.666666667	1.666666667	45.16666667	24.66666667	1	0	48.33333333	4.833333333	6.833333333	7.666666667	0	0.166666667	95.33333333	8.833333333	12.16666667	8.166666667	1.166666667	2.166666667	0.833333333	4.166666667	9.5	2.5	6	3.666666667	7.166666667	2.666666667	11	1.666666667	100	0	9	59.66666667	0.333333333	26	0.5	0.666666667	18.83333333	10.16666667	0.166666667	13.5	5.166666667	8.666666667	65.5	0.166666667	0.666666667	8.174065319	7.5	95.33333333	0.166666667	3.666666667	0.166666667	1	3.166666667	10.33333333	1.166666667	18.33333333	1.166666667	65	27.83333333	0	100	19.29824561	36.84210526	8.771929825	36.84210526	7.01754386	7.01754386	5.263157895	14.03508772	38.59649123	28.07017544	12.28070175	66.66666667	10.52631579	3.50877193	5.263157895	5.263157895	5.263157895	14.03508772	5.263157895	56.14035088	7.01754386	0	7.01754386	15.78947368	17.54385965	14.03508772	12.28070175	0	26.31578947	1.754385965	96.49122807	14.03508772	22.80701754	22.80701754	1.754385965	3.50877193	3.50877193	8.771929825	31.57894737	3.50877193	10.52631579	43.85964912	7.01754386	28.07017544	14.03508772	12.28070175	1.754385965	100	0	24.56140351	35.0877193	3.50877193	31.57894737	3.50877193	3.50877193	35.0877193	15.78947368	1.754385965	29.8245614	7.01754386	8.771929825	64.9122807	1.754385965	3.50877193	31.57894737	96.49122807	1.754385965	17.54385965	1.754385965	7.01754386	8.771929825	24.56140351	7.01754386	36.84210526	7.01754386	61.40350877	31.57894737	0	100	22	8	12	69.64912281	10	7.01754386	38.59649123	14.03508772	21.05263158	1.963636364
AB21962	IDEM_2021_Diatoms	HIN	600	6.396929655	66	12	3	23	3	24	3	3	11	20	16	6	36	4	4	4	6	1	8	6	29	7	2	35	9	10	7	12	6	0	18	2	63	7	19	11	2	2	3	6	22	2	3	30	7	14	10	5	2	65	0	22	22	3	12	5	2	22	8	3	13	8	4	46	1	0	20	63	1	11	4	3	6	13	2	23	4	39	21	0	65	56	20.83333333	44.83333333	25.16666667	44.83333333	1	16.5	35.66666667	17.16666667	23	12.5	2.166666667	2	32.5	0.166666667	32.66666667	6.166666667	56.5	4.5	0.333333333	33.66666667	4.333333333	6	15.5	0	1	98	15.83333333	13.83333333	35.5	4.5	0.666666667	1	3.166666667	12.83333333	4.166666667	31.83333333	6.833333333	37	4.666666667	11.5	4.166666667	99.83333333	0	19.33333333	17.66666667	1.333333333	58.16666667	1.833333333	1.166666667	21.5	6.5	0.833333333	58.5	47	2.5	39.16666667	0.333333333	0	0	54.83333333	98	0.333333333	10.16666667	1.666666667	0.833333333	17	15.66666667	44.5	25	45	30.5	57.33333333	0	99.83333333	18.18181818	34.84848485	4.545454545	36.36363636	4.545454545	4.545454545	4.545454545	16.66666667	30.3030303	24.24242424	9.090909091	54.54545455	6.060606061	6.060606061	6.060606061	9.090909091	1.515151515	12.12121212	9.090909091	43.93939394	10.60606061	3.03030303	13.63636364	15.15151515	10.60606061	18.18181818	9.090909091	0	27.27272727	3.03030303	95.45454545	10.60606061	28.78787879	16.66666667	3.03030303	3.03030303	4.545454545	9.090909091	33.33333333	3.03030303	4.545454545	45.45454545	10.60606061	21.21212121	15.15151515	7.575757576	3.03030303	98.48484848	0	33.33333333	33.33333333	4.545454545	18.18181818	7.575757576	3.03030303	33.33333333	12.12121212	4.545454545	19.6969697	12.12121212	6.060606061	69.6969697	1.515151515	0	30.3030303	95.45454545	1.515151515	16.66666667	6.060606061	4.545454545	9.090909091	19.6969697	3.03030303	34.84848485	6.060606061	59.09090909	31.81818182	0	98.48484848	14	3	13	55.13043478	44.83333333	12	21.21212121	4.545454545	19.6969697	3.114864865
AB22057	IDEM_2021_Diatoms	LON	602	6.400257445	28	5	6	12	6	7	3	2	6	10	5	5	15	2	2	1	4	2	4	2	20	2	0	22	2	6	4	8	2	0	10	0	27	3	7	10	1	0	3	4	12	0	3	16	2	13	7	2	0	28	0	7	10	1	7	2	1	12	4	0	8	4	3	17	1	0	13	27	0	3	0	2	1	7	5	7	6	12	13	0	28	12.2923588	17.60797342	74.08637874	13.28903654	73.75415282	57.97342193	0.996677741	18.43853821	6.146179402	14.6179402	5.647840532	1.661129568	0.166112957	16.77740864	4.485049834	21.26245847	58.30564784	29.90033223	8.970099668	0	69.43521595	8.471760797	12.12624585	5.647840532	0	0	98.33887043	5.813953488	10.13289037	78.73754153	0.664451827	0	58.13953488	1.661129568	21.09634551	0	11.29568106	1.162790698	80.89700997	9.468438538	5.647840532	0	100	0	69.76744186	3.488372093	0.49833887	23.58803987	0.996677741	4.15282392	5.813953488	58.13953488	0	27.90697674	12.2923588	4.485049834	77.40863787	0.49833887	0	0	76.41196013	98.33887043	0	4.651162791	0	0.332225914	0.830564784	6.478405316	73.58803987	13.28903654	73.75415282	69.43521595	24.41860465	0	100	17.85714286	42.85714286	21.42857143	25	21.42857143	10.71428571	7.142857143	21.42857143	35.71428571	17.85714286	17.85714286	53.57142857	7.142857143	7.142857143	3.571428571	14.28571429	7.142857143	14.28571429	7.142857143	71.42857143	7.142857143	0	7.142857143	21.42857143	14.28571429	28.57142857	7.142857143	0	35.71428571	0	96.42857143	10.71428571	25	35.71428571	3.571428571	0	10.71428571	14.28571429	42.85714286	0	10.71428571	57.14285714	7.142857143	46.42857143	25	7.142857143	0	100	0	25	35.71428571	3.571428571	25	7.142857143	3.571428571	42.85714286	14.28571429	0	28.57142857	14.28571429	10.71428571	60.71428571	3.571428571	0	46.42857143	96.42857143	0	10.71428571	0	7.142857143	3.571428571	25	17.85714286	25	21.42857143	42.85714286	46.42857143	0	100	11	3	3	76.64974619	15.61461794	2.707275804	39.28571429	10.71428571	10.71428571	3.445086705
AB22058	IDEM_2021_Diatoms	LON	600	6.396929655	61	15	5	21	6	19	5	5	17	17	10	10	27	3	1	1	7	2	4	5	27	8	0	32	8	13	8	4	3	1	8	1	57	6	10	16	1	1	6	4	18	1	6	23	7	15	5	4	1	59	0	9	23	4	19	3	2	22	10	1	13	7	7	35	3	1	17	57	1	13	2	5	4	15	4	18	7	29	26	0	59	41.5	28.16666667	23.5	33	23.66666667	8.333333333	6.166666667	36.66666667	15	27.5	5	12.83333333	0.333333333	24.83333333	0.666666667	25.5	15.5	56.83333333	4.333333333	0	42	5.333333333	14	5	0.166666667	0.166666667	95.83333333	11	7.833333333	37.83333333	2.5	5.833333333	12.5	1.833333333	23.83333333	2.5	23	16.5	29.33333333	14.66666667	2.833333333	2.5	97.83333333	0	22.16666667	23.33333333	1.166666667	48	1.333333333	0.833333333	30.16666667	6.166666667	0.166666667	41.66666667	26.33333333	4.166666667	58	1	0.333333333	5.776715014	40.83333333	95.83333333	0.166666667	16.16666667	0.333333333	2	8.833333333	25.33333333	23.16666667	32	24.66666667	51.5	39.83333333	0	97.83333333	24.59016393	34.42622951	8.196721311	31.14754098	9.836065574	8.196721311	8.196721311	27.86885246	27.86885246	16.39344262	16.39344262	44.26229508	4.918032787	1.639344262	1.639344262	11.47540984	3.278688525	6.557377049	8.196721311	44.26229508	13.1147541	0	13.1147541	21.31147541	13.1147541	6.557377049	4.918032787	1.639344262	13.1147541	1.639344262	93.44262295	9.836065574	16.39344262	26.2295082	1.639344262	1.639344262	9.836065574	6.557377049	29.50819672	1.639344262	9.836065574	37.70491803	11.47540984	24.59016393	8.196721311	6.557377049	1.639344262	96.72131148	0	14.75409836	37.70491803	6.557377049	31.14754098	4.918032787	3.278688525	36.06557377	16.39344262	1.639344262	21.31147541	11.47540984	11.47540984	57.37704918	4.918032787	1.639344262	27.86885246	93.44262295	1.639344262	21.31147541	3.278688525	8.196721311	6.557377049	24.59016393	6.557377049	29.50819672	11.47540984	47.54098361	42.62295082	0	96.72131148	20	7	11	46.61654135	25.66666667	9.398496241	32.78688525	11.47540984	18.03278689	3.076335878
AB22086	IDEM_2021_Diatoms	HIN	600	6.396929655	50	9	1	24	1	24	1	1	10	20	17	2	36	5	3	1	6	3	8	2	29	9	2	31	11	7	10	8	9	1	18	10	41	7	19	13	1	0	1	3	25	3	7	31	2	17	11	9	1	50	0	18	13	9	8	1	2	17	7	0	13	3	2	31	0	1	12	41	8	12	0	8	0	15	1	23	2	27	21	0	50	9.5	34.33333333	4.333333333	30.83333333	4.333333333	0.166666667	18.66666667	17.5	20.5	41.5	17.83333333	3.833333333	2.166666667	12.83333333	1	13.83333333	22.33333333	51	13.66666667	4.5	13.83333333	10.16666667	8.5	21.33333333	7.5	34.66666667	68.83333333	20.16666667	28	41.16666667	3.666666667	0	7	1.833333333	32.33333333	2.333333333	9	10.66666667	19	14.33333333	25.16666667	1.833333333	100	0	28.83333333	7.666666667	32.33333333	29.16666667	0.666666667	2.666666667	25.5	4.5	0	52.5	5	0.333333333	37	0	0.333333333	5.776715014	15.16666667	68.83333333	29.83333333	22.83333333	0	11.5	0	27	4.333333333	29.66666667	5.5	33.66666667	50	0	100	18	48	2	48	2	2	2	20	40	34	4	72	10	6	2	12	6	16	4	58	18	4	22	14	20	16	18	2	36	20	82	14	38	26	2	0	2	6	50	6	14	62	4	34	22	18	2	100	0	36	26	18	16	2	4	34	14	0	26	6	4	62	0	2	24	82	16	24	0	16	0	30	2	46	4	54	42	0	100	8	2	17	6.779661017	4.5	43.89830508	16	4	34	2.345132743
AB22087	IDEM_2021_Diatoms	HIN	600	6.396929655	50	11	1	26	1	27	2	3	9	20	15	5	35	5	4	3	6	0	9	3	26	8	1	29	9	3	7	13	7	1	21	9	41	6	17	13	1	1	1	3	26	3	1	32	1	13	12	7	2	50	0	11	15	12	6	5	3	22	7	1	13	3	4	26	3	2	11	41	8	12	1	7	4	16	1	26	3	22	26	0	50	9.833333333	48.16666667	0.333333333	48.66666667	0.333333333	0.333333333	17.33333333	5	31.5	36.66666667	13	10	1.333333333	10.83333333	0	10.83333333	19.5	47.33333333	18.33333333	0.166666667	1.833333333	14	15.16666667	20.66666667	10.5	37.33333333	58.33333333	17.16666667	30.66666667	30.33333333	2.5	0.166666667	0.166666667	2	51.33333333	4.5	2.333333333	2.5	17.16666667	17.66666667	28.5	2.833333333	100	0	14.5	12	38.66666667	12.83333333	12.83333333	5.333333333	38	6.166666667	0.166666667	38.33333333	2.166666667	8.666666667	29.66666667	1.333333333	1.333333333	11.57282059	12.33333333	58.33333333	32.5	19	0.166666667	7.833333333	0.833333333	41	0.333333333	47.83333333	1.5	28.16666667	56.33333333	0	100	22	52	2	54	2	4	6	18	40	30	10	70	10	8	6	12	0	18	6	52	16	2	18	6	14	26	14	2	42	18	82	12	34	26	2	2	2	6	52	6	2	64	2	26	24	14	4	100	0	22	30	24	12	10	6	44	14	2	26	6	8	52	6	4	22	82	16	24	2	14	8	32	2	52	6	44	52	0	100	7	1	16	6.238185255	0.333333333	49.52741021	14	2	32	2.28436019
AB22088	IDEM_2021_Diatoms	HIN	600	6.396929655	54	13	11	19	8	15	3	6	18	14	8	9	22	5	3	1	6	4	8	1	38	3	0	39	3	7	11	9	5	1	15	5	49	5	14	17	1	0	2	7	20	2	7	29	4	20	8	6	1	54	0	4	15	17	12	5	3	27	5	0	14	8	7	17	13	0	20	49	4	7	1	1	2	11	6	15	8	14	37	0	54	40.33333333	9.166666667	48.16666667	7.666666667	40.33333333	4.833333333	3	55.66666667	10.66666667	10.66666667	8.833333333	8.333333333	0.166666667	39.5	5.333333333	44.83333333	0.166666667	81.33333333	0.5	0	53.66666667	3.666666667	12.5	8.5	0.166666667	8	85.33333333	8.833333333	10.83333333	58.83333333	0.166666667	0	0.833333333	10.33333333	16.33333333	1.166666667	45.5	2.5	58.5	9.833333333	8.666666667	0.666666667	100	0	2.333333333	4.5	28.83333333	47.16666667	3.666666667	7.5	11.66666667	1.666666667	0	64	40.66666667	2.166666667	6.666666667	21	0	0	61.83333333	85.33333333	1.166666667	3.666666667	0.166666667	0.5	1.5	5	40.16666667	7.666666667	40.33333333	5.166666667	74.33333333	0	100	24.07407407	35.18518519	20.37037037	27.77777778	14.81481481	5.555555556	11.11111111	33.33333333	25.92592593	14.81481481	16.66666667	40.74074074	9.259259259	5.555555556	1.851851852	11.11111111	7.407407407	14.81481481	1.851851852	70.37037037	5.555555556	0	5.555555556	12.96296296	20.37037037	16.66666667	9.259259259	1.851851852	27.77777778	9.259259259	90.74074074	9.259259259	25.92592593	31.48148148	1.851851852	0	3.703703704	12.96296296	37.03703704	3.703703704	12.96296296	53.7037037	7.407407407	37.03703704	14.81481481	11.11111111	1.851851852	100	0	7.407407407	27.77777778	31.48148148	22.22222222	9.259259259	5.555555556	50	9.259259259	0	25.92592593	14.81481481	12.96296296	31.48148148	24.07407407	0	37.03703704	90.74074074	7.407407407	12.96296296	1.851851852	1.851851852	3.703703704	20.37037037	11.11111111	27.77777778	14.81481481	25.92592593	68.51851852	0	100	14	6	9	54.31372549	38.5	13.1372549	25.92592593	11.11111111	16.66666667	3.388739946
AB22089	IDEM_2021_Diatoms	HIN	600	6.396929655	66	11	8	17	8	14	5	11	16	19	6	16	25	4	3	2	5	4	7	5	36	4	0	41	4	13	7	12	4	1	17	5	60	4	15	18	1	1	5	9	13	2	10	24	8	17	8	6	1	65	0	8	22	17	14	3	1	29	10	0	16	10	5	26	12	1	26	60	4	8	1	2	3	10	5	14	9	20	39	0	65	33.33333333	28	27.66666667	13.33333333	23.5	4.333333333	7.666666667	38.83333333	25	12.66666667	6.166666667	2.666666667	0.5	32.33333333	3.333333333	35.66666667	4.833333333	72.33333333	2.666666667	0	40.5	12.5	7.666666667	6.166666667	2	3.666666667	88.83333333	6.166666667	12.33333333	56.16666667	3.333333333	0.166666667	1.5	14.66666667	18.33333333	1.666666667	33.83333333	8.5	54	5.166666667	7.333333333	1.5	97.83333333	0	8.666666667	16.83333333	22.5	43.16666667	1.166666667	0.166666667	26.83333333	6.5	0	55.83333333	28.5	2.5	23.16666667	18.83333333	0.166666667	4.083617779	45.33333333	88.83333333	3.5	16.5	1	0.5	2.333333333	23.83333333	25	13.33333333	23.66666667	17.33333333	67.83333333	0	97.83333333	16.66666667	25.75757576	12.12121212	21.21212121	12.12121212	7.575757576	16.66666667	24.24242424	28.78787879	9.090909091	24.24242424	37.87878788	6.060606061	4.545454545	3.03030303	7.575757576	6.060606061	10.60606061	7.575757576	54.54545455	6.060606061	0	6.060606061	19.6969697	10.60606061	18.18181818	6.060606061	1.515151515	25.75757576	7.575757576	90.90909091	6.060606061	22.72727273	27.27272727	1.515151515	1.515151515	7.575757576	13.63636364	19.6969697	3.03030303	15.15151515	36.36363636	12.12121212	25.75757576	12.12121212	9.090909091	1.515151515	98.48484848	0	12.12121212	33.33333333	25.75757576	21.21212121	4.545454545	1.515151515	43.93939394	15.15151515	0	24.24242424	15.15151515	7.575757576	39.39393939	18.18181818	1.515151515	39.39393939	90.90909091	6.060606061	12.12121212	1.515151515	3.03030303	4.545454545	15.15151515	7.575757576	21.21212121	13.63636364	30.3030303	59.09090909	0	98.48484848	18	9	10	37.80718336	25.66666667	18.71455577	27.27272727	13.63636364	15.15151515	3.533333333
AB22090	IDEM_2021_Diatoms	HIN	600	6.396929655	70	21	2	26	2	25	5	6	12	26	16	11	41	2	3	4	8	4	5	6	37	7	1	43	8	9	10	17	4	0	21	4	65	4	18	17	1	0	4	7	28	1	6	36	10	20	13	2	1	69	0	17	29	5	14	3	6	24	10	2	12	5	4	47	2	1	19	66	2	18	1	6	2	17	2	24	3	38	26	0	69	32	45.66666667	1.5	32.83333333	1.5	6	4	24.5	46	20.5	7.666666667	4	2.333333333	13.33333333	6.166666667	19.5	3.166666667	57.66666667	17	0.333333333	24.16666667	17	7.833333333	10.83333333	0	2	98	8.166666667	35.66666667	20.66666667	1.166666667	0	5.666666667	8.5	35.83333333	3.666666667	17.33333333	11.83333333	37.5	20.66666667	4.333333333	3.666666667	99.83333333	0	20.5	40.16666667	2.333333333	33.33333333	2.833333333	3.666666667	38.83333333	9.333333333	1.666666667	36.33333333	2.833333333	3.666666667	72.33333333	0.666666667	0.333333333	5.776715014	26.5	98.33333333	0.833333333	32	0.166666667	19.33333333	0.333333333	41.16666667	1.5	20.5	13.83333333	53.33333333	40.5	0	99.83333333	30	37.14285714	2.857142857	35.71428571	2.857142857	7.142857143	8.571428571	17.14285714	37.14285714	22.85714286	15.71428571	58.57142857	2.857142857	4.285714286	5.714285714	11.42857143	5.714285714	7.142857143	8.571428571	52.85714286	10	1.428571429	11.42857143	12.85714286	14.28571429	24.28571429	5.714285714	0	30	5.714285714	92.85714286	5.714285714	25.71428571	24.28571429	1.428571429	0	5.714285714	10	40	1.428571429	8.571428571	51.42857143	14.28571429	28.57142857	18.57142857	2.857142857	1.428571429	98.57142857	0	24.28571429	41.42857143	7.142857143	20	4.285714286	8.571428571	34.28571429	14.28571429	2.857142857	17.14285714	7.142857143	5.714285714	67.14285714	2.857142857	1.428571429	27.14285714	94.28571429	2.857142857	25.71428571	1.428571429	8.571428571	2.857142857	24.28571429	2.857142857	34.28571429	4.285714286	54.28571429	37.14285714	0	98.57142857	14	3	10	16.01362862	2.166666667	14.13969336	20	4.285714286	14.28571429	3.189054726
AB22091	IDEM_2021_Diatoms	HIN	600	6.396929655	70	18	5	33	3	28	4	5	12	26	19	9	44	6	2	2	11	5	8	5	43	7	1	48	8	14	13	15	6	2	23	3	67	10	17	22	1	1	4	6	24	4	10	34	8	26	9	8	3	70	0	11	26	5	21	6	2	23	14	1	19	9	3	44	2	2	29	67	2	18	2	7	4	22	4	27	4	39	28	0	70	17.66666667	54.16666667	2.666666667	22.33333333	1.833333333	2.833333333	2.166666667	16.33333333	42.33333333	32.33333333	27.33333333	1	1.333333333	29	1.666666667	30.66666667	7.5	79.66666667	5.666666667	0.166666667	10.83333333	28.66666667	16.33333333	28.16666667	0.666666667	1.666666667	98.5	28.83333333	24	34.5	2.166666667	1.5	1	4	39.66666667	3.166666667	16.16666667	5.333333333	39.83333333	8.666666667	32.83333333	2.666666667	100	0	7.833333333	22.16666667	2.5	61.5	5.333333333	1.166666667	28.5	9	0.333333333	55.5	12.66666667	2.5	35.66666667	0.833333333	0.5	7.076973666	22	98.5	0.833333333	35	0.666666667	5.666666667	2.166666667	46.16666667	2	19.83333333	4.333333333	30.33333333	46.66666667	0	100	25.71428571	47.14285714	7.142857143	40	4.285714286	5.714285714	7.142857143	17.14285714	37.14285714	27.14285714	12.85714286	62.85714286	8.571428571	2.857142857	2.857142857	15.71428571	7.142857143	11.42857143	7.142857143	61.42857143	10	1.428571429	11.42857143	20	18.57142857	21.42857143	8.571428571	2.857142857	32.85714286	4.285714286	95.71428571	14.28571429	24.28571429	31.42857143	1.428571429	1.428571429	5.714285714	8.571428571	34.28571429	5.714285714	14.28571429	48.57142857	11.42857143	37.14285714	12.85714286	11.42857143	4.285714286	100	0	15.71428571	37.14285714	7.142857143	30	8.571428571	2.857142857	32.85714286	20	1.428571429	27.14285714	12.85714286	4.285714286	62.85714286	2.857142857	2.857142857	41.42857143	95.71428571	2.857142857	25.71428571	2.857142857	10	5.714285714	31.42857143	5.714285714	38.57142857	5.714285714	55.71428571	40	0	100	20	6	13	20.57823129	3.166666667	9.013605442	28.57142857	8.571428571	18.57142857	2.613259669
AB22092	IDEM_2021_Diatoms	HIN	600	6.396929655	64	16	2	28	2	29	4	1	13	29	14	5	43	4	4	7	10	3	8	4	38	9	1	42	10	11	10	17	7	0	24	1	63	9	23	18	1	1	1	10	27	1	6	38	6	19	17	5	1	64	0	18	25	3	12	5	4	23	11	0	14	4	3	48	2	2	17	63	0	17	0	10	2	19	2	28	3	40	22	0	64	13.83333333	36.16666667	0.333333333	42.33333333	0.333333333	8	0.5	10.83333333	28.33333333	33.33333333	8.333333333	3.833333333	3.166666667	14.66666667	1.666666667	16.33333333	6.5	37.33333333	11.16666667	0.333333333	8.166666667	16.16666667	13.16666667	11.16666667	0	1	84	23	19.66666667	27.66666667	1.333333333	0.166666667	0.166666667	5.666666667	30.66666667	1.166666667	5.666666667	5.333333333	20.66666667	13.83333333	8.5	1.166666667	100	0	14.33333333	39	2.666666667	24.16666667	3.833333333	2	15.83333333	15.83333333	0	43.16666667	3	1.5	57.66666667	1.666666667	2	14.18970546	9.833333333	84	0	23.33333333	0	7.5	0.333333333	26	0.333333333	40.33333333	2.333333333	52.5	25	0	100	25	43.75	3.125	45.3125	3.125	6.25	1.5625	20.3125	45.3125	21.875	7.8125	67.1875	6.25	6.25	10.9375	15.625	4.6875	12.5	6.25	59.375	14.0625	1.5625	15.625	17.1875	15.625	26.5625	10.9375	0	37.5	1.5625	98.4375	14.0625	35.9375	28.125	1.5625	1.5625	1.5625	15.625	42.1875	1.5625	9.375	59.375	9.375	29.6875	26.5625	7.8125	1.5625	100	0	28.125	39.0625	4.6875	18.75	7.8125	6.25	35.9375	17.1875	0	21.875	6.25	4.6875	75	3.125	3.125	26.5625	98.4375	0	26.5625	0	15.625	3.125	29.6875	3.125	43.75	4.6875	62.5	34.375	0	100	11	2	17	8.216432866	0.5	23.84769539	17.1875	3.125	26.5625	2.921052632
